t,x,y,z,accuracy
1487862132.05,-8.94622802734375,15.887451171875,-41.03240966796875,3.0
1487862132.067,-8.32061767578125,16.0125732421875,-41.1529541015625,3.0
1487862132.084,-8.10546875,16.05682373046875,-41.1956787109375,3.0
1487862132.1000001,-9.76409912109375,17.05780029296875,-41.1956787109375,3.0
1487862132.117,-9.71527099609375,17.510986328125,-40.87677001953125,3.0
1487862132.134,-9.11407470703125,21.136474609375,-38.2537841796875,3.0
1487862132.151,-9.3505859375,21.0174560546875,-38.2537841796875,3.0
1487862132.168,-9.7869873046875,20.7977294921875,-38.2537841796875,3.0
1487862132.183,-10.186767578125,22.00164794921875,-38.63983154296875,3.0
1487862132.2,-10.45989990234375,22.8302001953125,-38.9068603515625,3.0
1487862132.217,-10.601806640625,23.5382080078125,-38.49639892578125,3.0
1487862132.234,-10.62774658203125,23.67706298828125,-38.41705322265625,3.0
1487862132.251,-11.1328125,24.8626708984375,-35.9649658203125,3.0
1487862132.267,-11.1663818359375,24.896240234375,-35.99700927734375,3.0
1487862132.284,-11.3006591796875,25.03204345703125,-36.12823486328125,3.0
1487862132.301,-11.7462158203125,25.1800537109375,-35.69488525390625,3.0
1487862132.318,-12.30926513671875,25.37078857421875,-35.1470947265625,3.0
1487862132.334,-13.69171142578125,24.44305419921875,-35.1470947265625,3.0
1487862132.351,-14.3280029296875,24.01580810546875,-35.1470947265625,3.0
1487862132.368,-11.9903564453125,21.9757080078125,-36.8133544921875,3.0
1487862132.385,-11.82861328125,21.7254638671875,-37.030029296875,3.0
1487862132.402,-12.30926513671875,19.95086669921875,-38.74359130859375,3.0
1487862132.418,-12.65106201171875,19.4122314453125,-38.6962890625,3.0
1487862132.435,-13.48724365234375,18.08929443359375,-38.580322265625,3.0
1487862132.4520001,-13.48724365234375,17.1875,-38.0584716796875,3.0
1487862132.469,-13.48724365234375,16.39556884765625,-37.59918212890625,3.0
1487862132.486,-13.7481689453125,16.9189453125,-38.3575439453125,3.0
1487862132.502,-13.82293701171875,17.07305908203125,-38.580322265625,3.0
1487862132.519,-13.1500244140625,11.993408203125,-39.88800048828125,3.0
1487862132.536,-13.08135986328125,12.06207275390625,-39.90936279296875,3.0
1487862132.553,-12.646484375,12.5,-40.05126953125,3.0
1487862132.569,-11.43646240234375,12.5640869140625,-40.1123046875,3.0
1487862132.586,-9.4512939453125,12.66937255859375,-40.216064453125,3.0
1487862132.603,-10.2874755859375,11.407470703125,-40.62042236328125,3.0
1487862132.6200001,-10.79559326171875,10.638427734375,-40.869140625,3.0
1487862132.637,-10.07080078125,11.6607666015625,-40.4449462890625,3.0
1487862132.653,-9.954833984375,11.82403564453125,-40.37933349609375,3.0
1487862132.67,-10.2386474609375,14.35394287109375,-39.42108154296875,3.0
1487862132.687,-10.2386474609375,14.35394287109375,-39.42108154296875,3.0
1487862132.704,-10.62774658203125,13.177490234375,-40.05126953125,3.0
1487862132.72,-9.99908447265625,13.65203857421875,-39.59197998046875,3.0
1487862132.737,-9.28192138671875,14.1937255859375,-39.0716552734375,3.0
1487862132.754,-9.04388427734375,15.88287353515625,-40.00244140625,3.0
1487862132.7710001,-8.94622802734375,16.56494140625,-40.37933349609375,3.0
1487862132.788,-9.10797119140625,14.78424072265625,-38.65966796875,3.0
1487862132.8040001,-9.04998779296875,14.9505615234375,-38.592529296875,3.0
1487862132.821,-8.2733154296875,17.919921875,-38.74359130859375,3.0
1487862132.838,-8.2733154296875,18.1365966796875,-38.6383056640625,3.0
1487862132.855,-8.2733154296875,18.597412109375,-38.41705322265625,3.0
1487862132.872,-9.124755859375,19.64263916015625,-37.4053955078125,3.0
1487862132.888,-9.7869873046875,20.458984375,-36.61956787109375,3.0
1487862132.905,-9.246826171875,20.18585205078125,-35.82916259765625,3.0
1487862132.922,-9.11407470703125,20.1202392578125,-35.638427734375,3.0
1487862132.9390001,-10.29205322265625,22.66082763671875,-35.1470947265625,3.0
1487862132.955,-10.601806640625,22.9156494140625,-35.009765625,3.0
1487862132.9720001,-12.14141845703125,24.1851806640625,-34.33074951171875,3.0
1487862132.989,-12.62359619140625,23.4222412109375,-34.5306396484375,3.0
1487862133.006,-13.31787109375,22.32208251953125,-34.820556640625,3.0
1487862133.023,-12.6617431640625,19.232177734375,-35.24627685546875,3.0
1487862133.039,-12.30926513671875,17.5811767578125,-35.47515869140625,3.0
1487862133.056,-13.6627197265625,15.30914306640625,-37.37335205078125,3.0
1487862133.073,-13.78326416015625,15.02532958984375,-37.59002685546875,3.0
1487862133.09,-11.3006591796875,14.1937255859375,-37.109375,3.0
1487862133.107,-11.126708984375,14.1937255859375,-37.615966796875,3.0
1487862133.1230001,-10.62774658203125,14.1937255859375,-39.0716552734375,3.0
1487862133.14,-10.5438232421875,13.09051513671875,-38.16986083984375,3.0
1487862133.157,-10.45989990234375,11.993408203125,-37.27264404296875,3.0
1487862133.174,-11.33575439453125,11.614990234375,-37.87994384765625,3.0
1487862133.19,-11.6363525390625,11.48529052734375,-38.09051513671875,3.0
1487862133.207,-10.3118896484375,11.151123046875,-38.09051513671875,3.0
1487862133.224,-10.32867431640625,11.10992431640625,-38.1256103515625,3.0
1487862133.241,-10.62774658203125,10.80780029296875,-38.41705322265625,3.0
1487862133.2580001,-10.51025390625,10.80780029296875,-38.18817138671875,3.0
1487862133.274,-10.29205322265625,10.80780029296875,-37.76397705078125,3.0
1487862133.2910001,-10.09368896484375,9.40093994140625,-39.50653076171875,3.0
1487862133.308,-9.53521728515625,8.57696533203125,-38.65814208984375,3.0
1487862133.325,-9.53521728515625,8.57696533203125,-38.65814208984375,3.0
1487862133.342,-9.4512939453125,8.60595703125,-38.2537841796875,3.0
1487862133.358,-9.619140625,10.46905517578125,-39.7247314453125,3.0
1487862133.375,-9.3841552734375,10.56976318359375,-39.495849609375,3.0
1487862133.392,-8.441162109375,10.9771728515625,-38.580322265625,3.0
1487862133.409,-8.9630126953125,10.90087890625,-38.65203857421875,3.0
1487862133.425,-9.619140625,10.80780029296875,-38.74359130859375,3.0
1487862133.442,-9.619140625,12.19940185546875,-38.0706787109375,3.0
1487862133.459,-9.619140625,12.8387451171875,-37.76397705078125,3.0
1487862133.476,-9.46502685546875,12.994384765625,-37.9150390625,3.0
1487862133.493,-9.4696044921875,13.1103515625,-37.92724609375,3.0
1487862133.509,-9.7869873046875,15.04058837890625,-37.92724609375,3.0
1487862133.526,-9.93499755859375,15.97747802734375,-37.4969482421875,3.0
1487862133.543,-10.29205322265625,18.2586669921875,-36.45477294921875,3.0
1487862133.56,-11.55242919921875,19.34356689453125,-35.0555419921875,3.0
1487862133.5770001,-12.646484375,20.28961181640625,-33.83941650390625,3.0
1487862133.593,-14.08233642578125,20.68328857421875,-35.23406982421875,3.0
1487862133.6100001,-14.495849609375,20.7977294921875,-35.638427734375,3.0
1487862133.627,-13.31787109375,22.32208251953125,-33.18634033203125,3.0
1487862133.644,-13.34228515625,22.113037109375,-33.2977294921875,3.0
1487862133.66,-13.48724365234375,20.7977294921875,-34.002685546875,3.0
1487862133.677,-12.9730224609375,20.01953125,-34.3780517578125,3.0
1487862133.694,-12.14141845703125,18.76678466796875,-34.98382568359375,3.0
1487862133.711,-12.35198974609375,17.28363037109375,-35.59722900390625,3.0
1487862133.728,-12.47711181640625,16.39556884765625,-35.9649658203125,3.0
1487862133.744,-13.49945068359375,14.48516845703125,-36.38916015625,3.0
1487862133.761,-13.65509033203125,14.1937255859375,-36.45477294921875,3.0
1487862133.778,-12.982177734375,13.85498046875,-36.7828369140625,3.0
1487862133.795,-13.2537841796875,13.73748779296875,-36.66839599609375,3.0
1487862133.811,-14.15863037109375,13.34686279296875,-36.29150390625,3.0
1487862133.828,-13.84124755859375,13.02490234375,-35.98175048828125,3.0
1487862133.845,-13.48724365234375,12.66937255859375,-35.638427734375,3.0
1487862133.862,-12.28179931640625,10.9710693359375,-36.80877685546875,3.0
1487862133.879,-11.80419921875,10.2996826171875,-37.27264404296875,3.0
1487862133.895,-11.1602783203125,9.32464599609375,-37.58544921875,3.0
1487862133.912,-11.06719970703125,9.3505859375,-37.481689453125,3.0
1487862133.9290001,-10.29205322265625,10.13031005859375,-36.12823486328125,3.0
1487862133.946,-10.29205322265625,10.13031005859375,-36.33880615234375,3.0
1487862133.963,-10.29205322265625,10.13031005859375,-36.7828369140625,3.0
1487862133.979,-11.43341064453125,9.747314453125,-36.41204833984375,3.0
1487862133.996,-12.30926513671875,9.45281982421875,-36.12823486328125,3.0
1487862134.013,-11.0870361328125,10.6842041015625,-35.9954833984375,3.0
1487862134.03,-10.79559326171875,10.9771728515625,-35.9649658203125,3.0
1487862134.046,-10.29205322265625,13.177490234375,-38.09051513671875,3.0
1487862134.063,-10.20660400390625,13.03253173828125,-37.78076171875,3.0
1487862134.08,-9.7869873046875,12.3321533203125,-36.29150390625,3.0
1487862134.0970001,-10.41412353515625,12.68157958984375,-35.9527587890625,3.0
1487862134.114,-11.3006591796875,13.177490234375,-35.47515869140625,3.0
1487862134.13,-10.41412353515625,14.5172119140625,-35.47515869140625,3.0
1487862134.147,-9.954833984375,15.2099609375,-35.47515869140625,3.0
1487862134.164,-10.86273193359375,16.42913818359375,-35.17913818359375,3.0
1487862134.181,-11.00616455078125,16.56036376953125,-35.17913818359375,3.0
1487862134.198,-12.8143310546875,16.39556884765625,-36.61956787109375,3.0
1487862134.214,-12.1917724609375,16.8426513671875,-36.27166748046875,3.0
1487862134.231,-10.45989990234375,18.08929443359375,-35.31036376953125,3.0
1487862134.2480001,-11.3128662109375,18.94683837890625,-34.48028564453125,3.0
1487862134.265,-12.14141845703125,19.781494140625,-33.6761474609375,3.0
1487862134.2810001,-10.882568359375,20.0347900390625,-33.43048095703125,3.0
1487862134.298,-10.45989990234375,20.1202392578125,-33.349609375,3.0
1487862134.315,-12.62969970703125,18.609619140625,-34.48333740234375,3.0
1487862134.332,-12.45880126953125,18.3685302734375,-34.45587158203125,3.0
1487862134.349,-10.96343994140625,16.56494140625,-34.16748046875,3.0
1487862134.365,-10.90545654296875,15.90423583984375,-34.57183837890625,3.0
1487862134.382,-10.79559326171875,14.70184326171875,-35.31036376953125,3.0
1487862134.399,-10.394287109375,13.89312744140625,-35.894775390625,3.0
1487862134.4160001,-10.1226806640625,13.34686279296875,-36.29150390625,3.0
1487862134.433,-11.95831298828125,13.7725830078125,-37.52593994140625,3.0
1487862134.4490001,-12.30926513671875,13.85498046875,-37.76397705078125,3.0
1487862134.466,-11.3006591796875,14.8712158203125,-35.80169677734375,3.0
1487862134.483,-11.47308349609375,14.49127197265625,-35.833740234375,3.0
1487862134.5,-12.14141845703125,13.00811767578125,-35.9649658203125,3.0
1487862134.516,-12.21771240234375,12.62969970703125,-35.5987548828125,3.0
1487862134.533,-12.30926513671875,12.16278076171875,-35.1470947265625,3.0
1487862134.55,-12.08038330078125,11.4654541015625,-36.26708984375,3.0
1487862134.567,-11.97357177734375,11.14654541015625,-36.7828369140625,3.0
1487862134.584,-10.5621337890625,11.3037109375,-37.23907470703125,3.0
1487862134.6000001,-10.47821044921875,11.260986328125,-37.25433349609375,3.0
1487862134.617,-10.79559326171875,10.2996826171875,-36.94610595703125,3.0
1487862134.634,-10.845947265625,10.85052490234375,-36.993408203125,3.0
1487862134.651,-10.96343994140625,12.16278076171875,-37.109375,3.0
1487862134.668,-10.51177978515625,12.2528076171875,-36.84539794921875,3.0
1487862134.684,-10.1226806640625,12.3321533203125,-36.61956787109375,3.0
1487862134.701,-12.22686767578125,13.12408447265625,-36.10687255859375,3.0
1487862134.718,-12.8143310546875,13.34686279296875,-35.9649658203125,3.0
1487862134.7350001,-12.47711181640625,13.68560791015625,-35.638427734375,3.0
1487862134.751,-12.3321533203125,13.73443603515625,-35.589599609375,3.0
1487862134.7680001,-11.468505859375,14.02435302734375,-35.31036376953125,3.0
1487862134.785,-11.8621826171875,14.81475830078125,-35.18218994140625,3.0
1487862134.802,-12.47711181640625,16.05682373046875,-34.98382568359375,3.0
1487862134.819,-12.69073486328125,15.8416748046875,-33.9508056640625,3.0
1487862134.835,-12.8143310546875,15.71807861328125,-33.349609375,3.0
1487862134.852,-12.22686767578125,17.7886962890625,-34.490966796875,3.0
1487862134.869,-12.14141845703125,18.08929443359375,-34.65728759765625,3.0
1487862134.886,-11.97357177734375,18.9361572265625,-34.16748046875,3.0
1487862134.903,-12.45574951171875,19.0155029296875,-33.77685546875,3.0
1487862134.9190001,-13.99078369140625,19.27490234375,-32.53173828125,3.0
1487862134.936,-14.47601318359375,19.7601318359375,-32.53173828125,3.0
1487862134.953,-14.9993896484375,20.28961181640625,-32.53173828125,3.0
1487862134.97,-13.42010498046875,19.921875,-32.17620849609375,3.0
1487862134.986,-12.8143310546875,19.781494140625,-32.04193115234375,3.0
1487862135.003,-13.46435546875,18.8018798828125,-32.98797607421875,3.0
1487862135.02,-13.531494140625,18.572998046875,-33.20770263671875,3.0
1487862135.037,-13.99078369140625,16.56494140625,-35.1470947265625,3.0
1487862135.0540001,-13.99078369140625,16.23077392578125,-34.50164794921875,3.0
1487862135.07,-13.99078369140625,15.5487060546875,-33.18634033203125,3.0
1487862135.0870001,-15.33966064453125,15.5487060546875,-33.746337890625,3.0
1487862135.104,-16.34521484375,15.5487060546875,-34.16748046875,3.0
1487862135.121,-16.62139892578125,13.616943359375,-34.16748046875,3.0
1487862135.137,-16.68243408203125,13.177490234375,-34.16748046875,3.0
1487862135.154,-15.33660888671875,12.8387451171875,-36.45477294921875,3.0
1487862135.171,-15.24658203125,12.6251220703125,-36.4837646484375,3.0
1487862135.188,-14.83154296875,11.6546630859375,-36.61956787109375,3.0
1487862135.205,-15.18707275390625,11.0107421875,-36.1358642578125,3.0
1487862135.221,-15.67230224609375,10.13031005859375,-35.47515869140625,3.0
1487862135.238,-15.22674560546875,9.0057373046875,-35.90850830078125,3.0
1487862135.255,-14.9993896484375,8.43658447265625,-36.12823486328125,3.0
1487862135.272,-14.69573974609375,9.66339111328125,-35.53619384765625,3.0
1487862135.289,-14.63623046875,9.8388671875,-35.51177978515625,3.0
1487862135.305,-13.65509033203125,11.48529052734375,-36.7828369140625,3.0
1487862135.322,-13.61083984375,11.43798828125,-36.737060546875,3.0
1487862135.339,-13.48724365234375,11.31591796875,-36.61956787109375,3.0
1487862135.356,-14.3524169921875,12.359619140625,-36.2823486328125,3.0
1487862135.372,-15.16876220703125,13.34686279296875,-35.9649658203125,3.0
1487862135.389,-15.04058837890625,13.47503662109375,-36.08856201171875,3.0
1487862135.4060001,-14.9993896484375,13.5162353515625,-36.12823486328125,3.0
1487862135.423,-13.99078369140625,14.1937255859375,-35.1470947265625,3.0
1487862135.44,-13.99078369140625,14.15252685546875,-35.18524169921875,3.0
1487862135.456,-13.99078369140625,13.85498046875,-35.47515869140625,3.0
1487862135.473,-14.35394287109375,14.83001708984375,-35.003662109375,3.0
1487862135.49,-14.9993896484375,16.56494140625,-34.16748046875,3.0
1487862135.507,-14.7979736328125,16.56494140625,-33.9691162109375,3.0
1487862135.524,-14.6636962890625,16.56494140625,-33.83941650390625,3.0
1487862135.54,-14.09454345703125,18.2861328125,-33.83941650390625,3.0
1487862135.557,-13.99078369140625,18.597412109375,-33.83941650390625,3.0
1487862135.5740001,-14.9993896484375,19.61212158203125,-34.4940185546875,3.0
1487862135.591,-14.752197265625,20.074462890625,-34.04693603515625,3.0
1487862135.607,-13.82293701171875,21.81396484375,-32.36846923828125,3.0
1487862135.624,-14.43328857421875,21.65985107421875,-32.8125,3.0
1487862135.641,-15.16876220703125,21.4752197265625,-33.349609375,3.0
1487862135.658,-15.87066650390625,20.29571533203125,-33.12225341796875,3.0
1487862135.675,-16.1773681640625,19.781494140625,-33.0230712890625,3.0
1487862135.691,-15.54718017578125,16.92047119140625,-33.3282470703125,3.0
1487862135.708,-15.38543701171875,16.71295166015625,-33.38775634765625,3.0
1487862135.7250001,-13.48724365234375,16.39556884765625,-34.002685546875,3.0
1487862135.742,-13.031005859375,16.13922119140625,-34.15069580078125,3.0
1487862135.759,-11.97357177734375,15.5487060546875,-34.4940185546875,3.0
1487862135.775,-12.799072265625,15.08636474609375,-35.29510498046875,3.0
1487862135.792,-13.48724365234375,14.70184326171875,-35.9649658203125,3.0
1487862135.809,-14.14947509765625,14.8345947265625,-34.808349609375,3.0
1487862135.826,-14.3280029296875,14.8712158203125,-34.4940185546875,3.0
1487862135.842,-14.15863037109375,14.02435302734375,-35.31036376953125,3.0
1487862135.859,-14.1845703125,13.69171142578125,-35.5316162109375,3.0
1487862135.876,-14.3280029296875,11.82403564453125,-36.7828369140625,3.0
1487862135.8930001,-14.129638671875,11.8896484375,-36.3311767578125,3.0
1487862135.91,-13.82293701171875,11.993408203125,-35.638427734375,3.0
1487862135.926,-12.43133544921875,11.02142333984375,-35.53314208984375,3.0
1487862135.943,-11.6363525390625,10.46905517578125,-35.47515869140625,3.0
1487862135.96,-11.34185791015625,10.46905517578125,-36.91253662109375,3.0
1487862135.977,-11.3006591796875,10.46905517578125,-37.109375,3.0
1487862135.994,-10.79559326171875,11.47918701171875,-36.86676025390625,3.0
1487862136.01,-10.79559326171875,11.47918701171875,-36.86676025390625,3.0
1487862136.027,-10.79559326171875,11.993408203125,-36.61956787109375,3.0
1487862136.0440001,-10.46905517578125,11.663818359375,-36.9354248046875,3.0
1487862136.061,-10.1226806640625,11.31591796875,-37.27264404296875,3.0
1487862136.0770001,-9.63592529296875,12.298583984375,-37.03460693359375,3.0
1487862136.094,-9.4512939453125,12.66937255859375,-36.94610595703125,3.0
1487862136.111,-11.89727783203125,13.49029541015625,-34.56878662109375,3.0
1487862136.128,-12.0819091796875,13.592529296875,-34.65728759765625,3.0
1487862136.145,-13.1500244140625,14.36309814453125,-36.29150390625,3.0
1487862136.161,-13.1500244140625,15.2679443359375,-35.6353759765625,3.0
1487862136.178,-13.1500244140625,17.07305908203125,-34.33074951171875,3.0
1487862136.195,-13.44146728515625,16.97540283203125,-34.80072021484375,3.0
1487862136.2120001,-13.65509033203125,16.9036865234375,-35.1470947265625,3.0
1487862136.228,-16.2261962890625,18.1365966796875,-33.62884521484375,3.0
1487862136.2450001,-16.2261962890625,18.1365966796875,-33.62884521484375,3.0
1487862136.262,-16.2261962890625,18.1365966796875,-33.62884521484375,3.0
1487862136.279,-16.2261962890625,18.1365966796875,-33.62884521484375,3.0
1487862136.296,-17.18597412109375,19.10552978515625,-32.69500732421875,3.0
1487862136.312,-17.68798828125,18.6004638671875,-32.62481689453125,3.0
1487862136.329,-18.36395263671875,17.919921875,-32.53173828125,3.0
1487862136.346,-16.455078125,15.3167724609375,-32.64007568359375,3.0
1487862136.363,-15.50445556640625,14.02435302734375,-32.69500732421875,3.0
1487862136.38,-18.85986328125,12.1826171875,-32.99102783203125,3.0
1487862136.3960001,-19.1619873046875,11.993408203125,-33.04290771484375,3.0
1487862136.413,-17.85888671875,11.993408203125,-33.6761474609375,3.0
1487862136.43,-17.90618896484375,11.57379150390625,-33.72039794921875,3.0
1487862136.447,-18.0267333984375,10.46905517578125,-33.83941650390625,3.0
1487862136.463,-18.81103515625,10.5560302734375,-33.416748046875,3.0
1487862136.48,-19.5404052734375,10.638427734375,-33.0230712890625,3.0
1487862136.497,-19.28558349609375,7.8094482421875,-33.5174560546875,3.0
1487862136.514,-19.2047119140625,6.9122314453125,-33.6761474609375,3.0
1487862136.5310001,-18.194580078125,6.573486328125,-34.65728759765625,3.0
1487862136.547,-18.2373046875,6.365966796875,-34.5367431640625,3.0
1487862136.5640001,-18.53179931640625,4.88128662109375,-33.6761474609375,3.0
1487862136.581,-17.85430908203125,5.81207275390625,-33.49609375,3.0
1487862136.598,-16.68243408203125,7.42034912109375,-33.18634033203125,3.0
1487862136.615,-18.011474609375,6.49261474609375,-33.2855224609375,3.0
1487862136.631,-18.86749267578125,5.89599609375,-33.349609375,3.0
1487862136.648,-18.15185546875,6.90460205078125,-33.76617431640625,3.0
1487862136.665,-18.0267333984375,7.08160400390625,-33.83941650390625,3.0
1487862136.682,-18.194580078125,9.283447265625,-33.0230712890625,3.0
1487862136.698,-17.9779052734375,9.35516357421875,-32.81097412109375,3.0
1487862136.715,-17.18597412109375,9.6221923828125,-32.04193115234375,3.0
1487862136.732,-16.8792724609375,9.77630615234375,-32.18994140625,3.0
1487862136.7480001,-16.5130615234375,9.9609375,-32.36846923828125,3.0
1487862136.765,-16.5130615234375,10.6719970703125,-33.282470703125,3.0
1487862136.7810001,-16.5130615234375,10.9771728515625,-33.6761474609375,3.0
1487862136.798,-16.83197021484375,12.57171630859375,-33.367919921875,3.0
1487862136.815,-16.88232421875,12.65716552734375,-33.2763671875,3.0
1487862136.832,-17.35382080078125,12.5,-32.2052001953125,3.0
1487862136.849,-16.84112548828125,12.5,-31.805419921875,3.0
1487862136.865,-15.67230224609375,12.5,-30.89752197265625,3.0
1487862136.882,-15.48919677734375,13.427734375,-31.43463134765625,3.0
1487862136.899,-15.33660888671875,14.1937255859375,-31.878662109375,3.0
1487862136.9160001,-16.53289794921875,15.9332275390625,-31.231689453125,3.0
1487862136.932,-16.85028076171875,16.39556884765625,-31.060791015625,3.0
1487862136.9490001,-17.6910400390625,15.5487060546875,-30.57098388671875,3.0
1487862136.966,-17.6666259765625,15.47088623046875,-30.4443359375,3.0
1487862136.983,-17.523193359375,15.04058837890625,-29.75311279296875,3.0
1487862137.0,-17.1234130859375,14.90478515625,-30.1422119140625,3.0
1487862137.016,-16.5130615234375,14.70184326171875,-30.7342529296875,3.0
1487862137.033,-15.545654296875,13.726806640625,-31.6741943359375,3.0
1487862137.05,-14.9993896484375,13.177490234375,-32.2052001953125,3.0
1487862137.067,-14.4073486328125,11.98272705078125,-32.78045654296875,3.0
1487862137.084,-14.33258056640625,11.82098388671875,-32.85675048828125,3.0
1487862137.1000001,-16.5130615234375,10.638427734375,-32.36846923828125,3.0
1487862137.117,-16.143798828125,10.430908203125,-32.48748779296875,3.0
1487862137.134,-14.9993896484375,9.79156494140625,-32.8582763671875,3.0
1487862137.151,-14.9993896484375,8.3038330078125,-33.0169677734375,3.0
1487862137.167,-14.9993896484375,6.74285888671875,-33.18634033203125,3.0
1487862137.184,-15.12298583984375,7.60650634765625,-34.25750732421875,3.0
1487862137.201,-15.16876220703125,7.928466796875,-34.65728759765625,3.0
1487862137.218,-13.37127685546875,5.13153076171875,-33.544921875,3.0
1487862137.2350001,-13.25531005859375,5.01861572265625,-33.4503173828125,3.0
1487862137.251,-12.646484375,4.7119140625,-32.8582763671875,3.0
1487862137.2680001,-12.81585693359375,4.19921875,-32.8033447265625,3.0
1487862137.285,-13.1500244140625,3.18756103515625,-32.69500732421875,3.0
1487862137.302,-12.762451171875,3.96881103515625,-32.318115234375,3.0
1487862137.318,-12.47711181640625,4.54254150390625,-32.04193115234375,3.0
1487862137.335,-11.92626953125,4.82025146484375,-33.1146240234375,3.0
1487862137.352,-11.80419921875,4.88128662109375,-33.349609375,3.0
1487862137.369,-11.97357177734375,5.389404296875,-32.8582763671875,3.0
1487862137.386,-12.22076416015625,5.6365966796875,-33.038330078125,3.0
1487862137.402,-13.31787109375,6.74285888671875,-33.83941650390625,3.0
1487862137.4190001,-13.03253173828125,6.45294189453125,-32.72247314453125,3.0
1487862137.436,-12.646484375,6.06536865234375,-31.22406005859375,3.0
1487862137.453,-12.5335693359375,5.950927734375,-31.11419677734375,3.0
1487862137.47,-12.47711181640625,5.89599609375,-31.060791015625,3.0
1487862137.486,-12.17193603515625,8.6700439453125,-32.8460693359375,3.0
1487862137.503,-12.1917724609375,8.9599609375,-32.96356201171875,3.0
1487862137.52,-13.65509033203125,9.45281982421875,-31.22406005859375,3.0
1487862137.537,-13.7481689453125,9.7320556640625,-31.134033203125,3.0
1487862137.553,-13.99078369140625,10.46905517578125,-30.89752197265625,3.0
1487862137.57,-14.7735595703125,12.4786376953125,-30.474853515625,3.0
1487862137.5870001,-15.50445556640625,14.36309814453125,-30.07965087890625,3.0
1487862137.604,-15.3778076171875,15.77606201171875,-29.20989990234375,3.0
1487862137.621,-15.33660888671875,16.2261962890625,-28.93524169921875,3.0
1487862137.637,-16.5130615234375,16.73431396484375,-28.77197265625,3.0
1487862137.654,-16.36962890625,16.4642333984375,-28.7109375,3.0
1487862137.671,-15.33660888671875,14.532470703125,-28.28216552734375,3.0
1487862137.688,-15.582275390625,14.16168212890625,-28.63922119140625,3.0
1487862137.705,-16.009521484375,13.5162353515625,-29.26177978515625,3.0
1487862137.721,-15.60211181640625,11.2548828125,-30.05523681640625,3.0
1487862137.738,-15.33660888671875,9.79156494140625,-30.57098388671875,3.0
1487862137.755,-15.48004150390625,9.07135009765625,-31.54144287109375,3.0
1487862137.772,-15.50445556640625,8.9447021484375,-31.7138671875,3.0
1487862137.788,-15.84014892578125,8.60595703125,-30.07965087890625,3.0
1487862137.805,-15.84014892578125,8.31451416015625,-30.4290771484375,3.0
1487862137.822,-15.84014892578125,7.2509765625,-31.7138671875,3.0
1487862137.839,-15.37933349609375,6.475830078125,-31.8634033203125,3.0
1487862137.856,-14.83154296875,5.5572509765625,-32.04193115234375,3.0
1487862137.872,-15.655517578125,4.9652099609375,-32.38372802734375,3.0
1487862137.889,-16.009521484375,4.7119140625,-32.53173828125,3.0
1487862137.9060001,-14.4287109375,2.47955322265625,-30.6854248046875,3.0
1487862137.923,-14.2547607421875,2.2430419921875,-30.6427001953125,3.0
1487862137.94,-13.1500244140625,0.81634521484375,-31.7138671875,3.0
1487862137.956,-13.04779052734375,0.71258544921875,-32.012939453125,3.0
1487862137.973,-12.8143310546875,0.47760009765625,-32.69500732421875,3.0
1487862137.99,-13.36669921875,0.29144287109375,-32.33642578125,3.0
1487862138.007,-13.82293701171875,0.13885498046875,-32.04193115234375,3.0
1487862138.023,-13.02642822265625,0.94146728515625,-32.04193115234375,3.0
1487862138.04,-12.8143310546875,1.15509033203125,-32.04193115234375,3.0
1487862138.057,-12.14141845703125,1.15509033203125,-31.7138671875,3.0
1487862138.0740001,-12.11700439453125,1.38702392578125,-31.78863525390625,3.0
1487862138.091,-11.97357177734375,2.679443359375,-32.2052001953125,3.0
1487862138.107,-11.5753173828125,2.81219482421875,-32.5927734375,3.0
1487862138.124,-10.96343994140625,3.0181884765625,-33.18634033203125,3.0
1487862138.141,-11.28692626953125,4.42047119140625,-32.87200927734375,3.0
1487862138.158,-11.468505859375,5.22003173828125,-32.69500732421875,3.0
1487862138.175,-11.02447509765625,7.15484619140625,-31.976318359375,3.0
1487862138.191,-10.96343994140625,7.42034912109375,-31.878662109375,3.0
1487862138.208,-12.982177734375,10.46905517578125,-29.58984375,3.0
1487862138.2250001,-13.39111328125,10.63232421875,-29.66766357421875,3.0
1487862138.242,-14.6636962890625,11.14654541015625,-29.9163818359375,3.0
1487862138.2580001,-14.09454345703125,11.72027587890625,-29.6783447265625,3.0
1487862138.275,-13.48724365234375,12.3321533203125,-29.42657470703125,3.0
1487862138.292,-14.46533203125,12.823486328125,-30.377197265625,3.0
1487862138.309,-14.83154296875,13.00811767578125,-30.7342529296875,3.0
1487862138.326,-12.87689208984375,10.71014404296875,-29.7821044921875,3.0
1487862138.342,-12.890625,10.3790283203125,-29.94384765625,3.0
1487862138.359,-13.65509033203125,7.75909423828125,-31.878662109375,3.0
1487862138.376,-13.20648193359375,7.4188232421875,-31.98699951171875,3.0
1487862138.3930001,-12.30926513671875,6.74285888671875,-32.2052001953125,3.0
1487862138.409,-11.9232177734375,7.1319580078125,-31.82830810546875,3.0
1487862138.426,-11.6363525390625,7.42034912109375,-31.55059814453125,3.0
1487862138.443,-11.91253662109375,6.86492919921875,-31.55059814453125,3.0
1487862138.46,-11.97357177734375,6.74285888671875,-31.55059814453125,3.0
1487862138.477,-11.468505859375,5.22003173828125,-31.7138671875,3.0
